time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	dg_active	dg_inactive	dg_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
927	0	0.93	0.07	0	1	0	0.04	0.96	0	0.13	0.87	0	0.04	0.3	0.66	0.14	0.86	0	0.09	0.38	0.53	0	0.85	0.15	0.79	0.21	0	0.02	0.21	0.77	
928	0.03	0.9	0.07	0	1	0	0.87	0.13	0	0.1	0.9	0	0.1	0.26	0.64	0.83	0.17	0	0.03	0.41	0.56	0.07	0.78	0.15	0.22	0.78	0	0	0.21	0.79	
929	0	0.91	0.09	0	1	0	0.35	0.65	0	0.88	0.12	0	0.08	0.27	0.65	0.21	0.79	0	0.08	0.36	0.56	0.01	0.77	0.22	0.13	0.87	0	0	0.24	0.76	
930	0	0.91	0.09	0	1	0	0.19	0.81	0	0.14	0.86	0	0.04	0.29	0.67	0.61	0.39	0	0.07	0.34	0.59	0.01	0.79	0.2	0.53	0.47	0	0.02	0.25	0.73	
931	0.01	0.92	0.07	0	1	0	0.83	0.17	0	0.94	0.06	0	0.02	0.29	0.69	0.46	0.54	0	0.03	0.35	0.62	0.01	0.81	0.18	0.18	0.82	0	0.01	0.26	0.73	
932	0	0.93	0.07	0	1	0	0.5	0.5	0	0.74	0.26	0	0.02	0.3	0.68	0.45	0.55	0	0.06	0.37	0.57	0	0.82	0.18	0.25	0.75	0	0.02	0.27	0.71	
933	0.02	0.91	0.07	0	1	0	0.3	0.7	0	0.94	0.06	0	0.01	0.31	0.68	0.13	0.87	0	0.07	0.38	0.55	0.03	0.82	0.15	0.6	0.4	0	0.02	0.26	0.72	
934	0.01	0.91	0.08	0	1	0	0.36	0.64	0	0.46	0.54	0	0.03	0.31	0.66	0.3	0.7	0	0.03	0.36	0.61	0.02	0.82	0.16	0.93	0.07	0	0.01	0.33	0.66	
935	0.04	0.89	0.07	0	1	0	0.26	0.74	0	0.26	0.74	0	0.03	0.34	0.63	0.16	0.84	0	0.07	0.4	0.53	0.01	0.82	0.17	0.13	0.87	0	0	0.34	0.66	
936	0	0.89	0.11	0	1	0	0.25	0.75	0	0.04	0.96	0	0.03	0.33	0.64	0.23	0.77	0	0.01	0.45	0.54	0.01	0.81	0.18	0.98	0.02	0	0	0.42	0.58	
937	0	0.89	0.11	0	1	0	0.25	0.75	0	0.64	0.36	0	0.04	0.31	0.65	0.33	0.67	0	0.09	0.37	0.54	0.06	0.77	0.17	0.51	0.49	0	0	0.44	0.56	
938	0	0.89	0.11	0	1	0	0.59	0.41	0	0.88	0.12	0	0.07	0.33	0.6	0.19	0.81	0	0.06	0.4	0.54	0	0.77	0.23	0.8	0.2	0	0	0.54	0.46	
939	0.03	0.89	0.08	0	1	0	0.39	0.61	0	0.45	0.55	0	0.02	0.33	0.65	0.96	0.04	0	0.11	0.32	0.57	0.04	0.8	0.16	0.93	0.07	0	0	0.55	0.45	
940	0.02	0.87	0.11	0	1	0	0.88	0.12	0	0.46	0.54	0	0.02	0.37	0.61	0.38	0.62	0	0.05	0.35	0.6	0	0.81	0.19	0.18	0.82	0	0	0.59	0.41	
941	0	0.87	0.13	0	1	0	0.58	0.42	0	0.07	0.93	0	0.01	0.39	0.6	0.75	0.25	0	0.08	0.34	0.58	0.01	0.81	0.18	0.36	0.64	0	0	0.68	0.32	
942	0.01	0.87	0.12	0	1	0	0.59	0.41	0	0.65	0.35	0	0.02	0.39	0.59	0.24	0.76	0	0.06	0.31	0.63	0.01	0.81	0.18	0.03	0.97	0	0	0.72	0.28	
943	0	0.87	0.13	0	1	0	0.16	0.84	0	0.35	0.65	0	0.02	0.4	0.58	0.07	0.93	0	0.02	0.35	0.63	0	0.81	0.19	0.96	0.04	0	0	0.74	0.26	
944	0.03	0.86	0.11	0	1	0	0.32	0.68	0	0.54	0.46	0	0.03	0.41	0.56	0.5	0.5	0	0.06	0.36	0.58	0.04	0.8	0.16	0.43	0.57	0	0	0.82	0.18	
945	0.01	0.86	0.13	0	1	0	0.43	0.57	0	0.88	0.12	0	0.03	0.48	0.49	0.47	0.53	0	0.04	0.35	0.61	0.02	0.8	0.18	0.63	0.37	0	0	0.83	0.17	
946	0.08	0.82	0.1	0	1	0	0.74	0.26	0	0.56	0.44	0	0.12	0.44	0.44	0.82	0.18	0	0.04	0.38	0.58	0.04	0.77	0.19	0.9	0.1	0	0	0.84	0.16	
947	0	0.82	0.18	0	1	0	0.31	0.69	0	0.84	0.16	0	0.05	0.43	0.52	0.42	0.58	0	0.04	0.35	0.61	0.01	0.77	0.22	0.68	0.32	0	0	0.87	0.13	
948	0	0.82	0.18	0	1	0	0.96	0.04	0	0.47	0.53	0	0.03	0.42	0.55	0.39	0.61	0	0.04	0.4	0.56	0.02	0.81	0.17	0.54	0.46	0	0	0.87	0.13	
949	0	0.82	0.18	0	1	0	0.67	0.33	0	0.84	0.16	0	0.03	0.41	0.56	0.06	0.94	0	0.03	0.43	0.54	0	0.81	0.19	0.61	0.39	0	0	0.88	0.12	
950	0.02	0.83	0.15	0	1	0	0.86	0.14	0	0.42	0.58	0	0.01	0.41	0.58	0.6	0.4	0	0.06	0.48	0.46	0	0.85	0.15	0.75	0.25	0	0	0.88	0.12	
951	0.03	0.82	0.15	0	1	0	0.14	0.86	0	0.94	0.06	0	0.03	0.41	0.56	0.67	0.33	0	0.06	0.47	0.47	0.02	0.83	0.15	0.78	0.22	0	0	0.88	0.12	
952	0	0.82	0.18	0	1	0	0.54	0.46	0	0.03	0.97	0	0.02	0.42	0.56	0.65	0.35	0	0.04	0.51	0.45	0.01	0.83	0.16	0.72	0.28	0	0	0.9	0.1	
953	0.02	0.81	0.17	0	1	0	0.98	0.02	0	0.86	0.14	0	0.01	0.44	0.55	0.71	0.29	0	0.01	0.56	0.43	0.01	0.83	0.16	0.23	0.77	0	0	0.9	0.1	
954	0	0.81	0.19	0	1	0	0.37	0.63	0	0.38	0.62	0	0	0.48	0.52	0.87	0.13	0	0	0.58	0.42	0	0.83	0.17	0.93	0.07	0	0	0.9	0.1	
955	0.01	0.83	0.16	0	1	0	0.67	0.33	0	0.4	0.6	0	0.03	0.52	0.45	0.15	0.85	0	0.04	0.6	0.36	0.02	0.85	0.13	0.32	0.68	0	0	0.9	0.1	
956	0	0.84	0.16	0	1	0	0.28	0.72	0	0.58	0.42	0	0.01	0.53	0.46	0.59	0.41	0	0.01	0.63	0.36	0.02	0.85	0.13	0.21	0.79	0	0	0.9	0.1	
957	0.06	0.86	0.08	0	1	0	0.16	0.84	0	0.97	0.03	0	0.01	0.54	0.45	0.54	0.46	0	0.06	0.61	0.33	0.01	0.88	0.11	0.96	0.04	0	0	0.9	0.1	
958	0.01	0.85	0.14	0	1	0	0.49	0.51	0	0.84	0.16	0	0.01	0.54	0.45	0.15	0.85	0	0.16	0.49	0.35	0.02	0.87	0.11	1	0	0	0	0.92	0.08	
959	0.04	0.81	0.15	0	1	0	0.92	0.08	0	0.86	0.14	0	0.05	0.51	0.44	0.77	0.23	0	0.09	0.44	0.47	0.07	0.82	0.11	0.57	0.43	0	0	0.92	0.08	
960	0.02	0.79	0.19	0	1	0	0.13	0.87	0	0.84	0.16	0	0.02	0.51	0.47	0.79	0.21	0	0.05	0.42	0.53	0.01	0.81	0.18	0.22	0.78	0	0	0.92	0.08	
961	0.02	0.79	0.19	0	1	0	0.73	0.27	0	0.22	0.78	0	0.01	0.53	0.46	0.5	0.5	0	0.02	0.46	0.52	0	0.81	0.19	0.15	0.85	0	0.01	0.93	0.06	
962	0.05	0.77	0.18	0	1	0	0.64	0.36	0	0.96	0.04	0	0.05	0.51	0.44	0.13	0.87	0	0.01	0.51	0.48	0.01	0.82	0.17	0.64	0.36	0	0.02	0.92	0.06	
963	0.05	0.72	0.23	0	1	0	0.1	0.9	0	0.45	0.55	0	0.06	0.57	0.37	0.29	0.71	0	0.04	0.51	0.45	0.05	0.78	0.17	0.93	0.07	0	0.01	0.93	0.06	
964	0.07	0.67	0.26	0	1	0	0.7	0.3	0	0.54	0.46	0	0.04	0.58	0.38	0.12	0.88	0	0	0.52	0.48	0.02	0.77	0.21	0.29	0.71	0	0.01	0.94	0.05	
965	0.11	0.56	0.33	0	1	0	0.72	0.28	0	0.06	0.94	0	0.08	0.53	0.39	0.17	0.83	0	0.03	0.49	0.48	0.13	0.64	0.23	0.15	0.85	0	0.01	0.94	0.05	
966	0.12	0.45	0.43	0	1	0	0.07	0.93	0	0.47	0.53	0	0.04	0.52	0.44	0.31	0.69	0	0.02	0.51	0.47	0.17	0.49	0.34	0.87	0.13	0	0	0.94	0.06	
967	0.04	0.41	0.55	0	1	0	0.35	0.65	0	0.57	0.43	0	0.01	0.52	0.47	0.39	0.61	0	0.02	0.5	0.48	0.04	0.47	0.49	0.34	0.66	0	0	0.94	0.06	
968	0.11	0.36	0.53	0	1	0	0.35	0.65	0	0.01	0.99	0	0.01	0.54	0.45	0.06	0.94	0	0.02	0.54	0.44	0.05	0.43	0.52	0.46	0.54	0	0	0.94	0.06	
969	0.02	0.35	0.63	0	1	0	0.76	0.24	0	0.48	0.52	0	0	0.56	0.44	0.62	0.38	0	0.03	0.67	0.3	0.02	0.43	0.55	0.21	0.79	0	0	0.94	0.06	
970	0.08	0.31	0.61	0	1	0	0.93	0.07	0	0.66	0.34	0	0	0.57	0.43	0.42	0.58	0	0.01	0.75	0.24	0.07	0.43	0.5	0.34	0.66	0	0	0.94	0.06	
971	0.09	0.24	0.67	0	1	0	0.01	0.99	0	0.69	0.31	0	0	0.57	0.43	0.56	0.44	0	0.08	0.72	0.2	0.04	0.4	0.56	0.13	0.87	0	0	0.94	0.06	
972	0.05	0.21	0.74	0	1	0	0.85	0.15	0	0.07	0.93	0	0	0.6	0.4	0.7	0.3	0	0.08	0.66	0.26	0.03	0.37	0.6	0.15	0.85	0	0	0.94	0.06	
973	0.07	0.19	0.74	0	1	0	1	0	0	0.03	0.97	0	0	0.61	0.39	0.76	0.24	0	0.03	0.64	0.33	0.01	0.37	0.62	0.4	0.6	0	0	0.94	0.06	
974	0.06	0.18	0.76	0	1	0	0.49	0.51	0	0.81	0.19	0	0	0.62	0.38	0.77	0.23	0	0.04	0.64	0.32	0.06	0.36	0.58	0.25	0.75	0	0	0.94	0.06	
975	0.08	0.17	0.75	0	1	0	0.56	0.44	0	0.44	0.56	0	0	0.63	0.37	0.35	0.65	0	0.02	0.62	0.36	0.02	0.36	0.62	0.2	0.8	0	0	0.94	0.06	
976	0.06	0.22	0.72	0	1	0	0.99	0.01	0	0.46	0.54	0	0	0.68	0.32	0.31	0.69	0	0.05	0.6	0.35	0.06	0.43	0.51	0.66	0.34	0	0	0.94	0.06	
977	0.13	0.21	0.66	0	1	0	0.61	0.39	0	0.99	0.01	0	0	0.7	0.3	0.61	0.39	0	0.06	0.56	0.38	0.11	0.49	0.4	0.18	0.82	0	0	0.94	0.06	
978	0.06	0.19	0.75	0	1	0	0.8	0.2	0	0.55	0.45	0	0	0.71	0.29	0.37	0.63	0	0.01	0.57	0.42	0.03	0.5	0.47	0.06	0.94	0	0	0.94	0.06	
979	0.09	0.21	0.7	0	1	0	0.54	0.46	0	0.66	0.34	0	0	0.76	0.24	0.51	0.49	0	0.09	0.5	0.41	0.1	0.45	0.45	0.84	0.16	0	0	0.94	0.06	
980	0.03	0.2	0.77	0	1	0	0.67	0.33	0	0.3	0.7	0	0	0.82	0.18	0.79	0.21	0	0.01	0.52	0.47	0.01	0.46	0.53	0.35	0.65	0	0	0.94	0.06	
981	0.07	0.21	0.72	0	1	0	0.19	0.81	0	0.3	0.7	0	0	0.86	0.14	0.46	0.54	0	0	0.53	0.47	0.04	0.49	0.47	0.5	0.5	0	0	0.94	0.06	
982	0.08	0.22	0.7	0	1	0	0.43	0.57	0	0.32	0.68	0	0	0.94	0.06	0.9	0.1	0	0.06	0.55	0.39	0.02	0.51	0.47	0.86	0.14	0	0	0.94	0.06	
983	0.05	0.22	0.73	0	1	0	0.88	0.12	0	0.49	0.51	0	0	0.98	0.02	0.82	0.18	0	0.03	0.6	0.37	0.02	0.52	0.46	0.55	0.45	0	0	0.94	0.06	
984	0.04	0.25	0.71	0	1	0	0.23	0.77	0	0.37	0.63	0	0	0.99	0.01	0.61	0.39	0	0	0.63	0.37	0.01	0.52	0.47	0.83	0.17	0	0.01	0.93	0.06	
985	0.07	0.24	0.69	0	1	0	0.09	0.91	0	0.3	0.7	0	0	1	0	0.88	0.12	0	0	0.67	0.33	0.03	0.55	0.42	0.45	0.55	0	0	0.93	0.07	
986	0.11	0.21	0.68	0	1	0	0.64	0.36	0	0.99	0.01	0	0	1	0	0.77	0.23	0	0	0.69	0.31	0.02	0.55	0.43	0.46	0.54	0	0	0.93	0.07	
987	0.07	0.2	0.73	0	1	0	0.69	0.31	0	0.04	0.96	0	0	1	0	0.95	0.05	0	0	0.74	0.26	0.06	0.55	0.39	0.75	0.25	0	0	0.93	0.07	
988	0.12	0.21	0.67	0	1	0	0.09	0.91	0	0.53	0.47	0	0	1	0	0.26	0.74	0	0	0.8	0.2	0.03	0.63	0.34	0.78	0.22	0	0	0.93	0.07	
989	0.04	0.23	0.73	0	1	0	0.29	0.71	0	0.29	0.71	0	0	1	0	0.34	0.66	0	0	0.81	0.19	0	0.66	0.34	0.79	0.21	0	0	0.93	0.07	
990	0.08	0.24	0.68	0	1	0	0.24	0.76	0	0.1	0.9	0	0.01	0.99	0	0.69	0.31	0	0	0.9	0.1	0.03	0.73	0.24	0.1	0.9	0	0	0.93	0.07	
991	0.02	0.25	0.73	0	1	0	0.28	0.72	0	0.86	0.14	0	0	0.99	0.01	0.46	0.54	0	0	0.91	0.09	0	0.74	0.26	0.14	0.86	0	0	0.93	0.07	
992	0.11	0.21	0.68	0	1	0	0.91	0.09	0	0.32	0.68	0	0	0.99	0.01	0.92	0.08	0	0	0.91	0.09	0.08	0.7	0.22	0.02	0.98	0	0	0.94	0.06	
993	0.07	0.22	0.71	0	1	0	0.35	0.65	0	0.11	0.89	0	0	0.99	0.01	0.18	0.82	0	0	0.97	0.03	0.01	0.71	0.28	0.6	0.4	0	0.05	0.91	0.04	
994	0.05	0.22	0.73	0	1	0	0.04	0.96	0	0.37	0.63	0	0	0.99	0.01	0.38	0.62	0	0	1	0	0.01	0.72	0.27	0.45	0.55	0	0.01	0.91	0.08	
995	0.04	0.22	0.74	0	1	0	0.99	0.01	0	0.11	0.89	0	0	0.99	0.01	0.83	0.17	0	0	1	0	0	0.73	0.27	0.33	0.67	0	0.01	0.91	0.08	
996	0.08	0.21	0.71	0	1	0	0.11	0.89	0	0.89	0.11	0	0	0.99	0.01	0.03	0.97	0	0	1	0	0.01	0.75	0.24	0.62	0.38	0	0.01	0.91	0.08	
997	0.1	0.22	0.68	0	1	0	0.32	0.68	0	0.11	0.89	0	0	0.99	0.01	0.4	0.6	0	0	1	0	0.02	0.75	0.23	0.05	0.95	0	0	0.91	0.09	
998	0.08	0.21	0.71	0	1	0	0.26	0.74	0	0.86	0.14	0	0	0.99	0.01	0.82	0.18	0	0	1	0	0.05	0.76	0.19	0.69	0.31	0	0	0.91	0.09	
999	0.12	0.21	0.67	0	1	0	0.43	0.57	0	0.49	0.51	0	0	0.99	0.01	0.2	0.8	0	0	1	0	0.02	0.77	0.21	0.43	0.57	0	0	0.91	0.09	
