time	bas_active	bas_inactive	bas_ref	bis_active	bis_inactive	bis_ref	dg_active	dg_inactive	dg_ref	ec_active	ec_inactive	ec_ref	ex_active	ex_inactive	ex_ref	ext_active	ext_inactive	ext_ref	hipp_active	hipp_inactive	hipp_ref	in_active	in_inactive	in_ref	ps_active	ps_inactive	ps_ref	septum_active	septum_inactive	septum_ref	
971	0.02	0.79	0.19	0	0.92	0.08	0.82	0.18	0	0.94	0.06	0	0.07	0.08	0.85	0.18	0.82	0	0.12	0.31	0.57	0.01	0.84	0.15	0.84	0.16	0	0.03	0.42	0.55	
972	0.02	0.79	0.19	0	0.92	0.08	0.85	0.15	0	0.48	0.52	0	0.01	0.08	0.91	0.77	0.23	0	0.11	0.22	0.67	0	0.84	0.16	0.96	0.04	0	0	0.43	0.57	
973	0	0.79	0.21	0.01	0.91	0.08	0.3	0.7	0	0.3	0.7	0	0.05	0.09	0.86	0.71	0.29	0	0.04	0.22	0.74	0.01	0.84	0.15	0.94	0.06	0	0	0.44	0.56	
974	0.04	0.79	0.17	0	0.91	0.09	0.98	0.02	0	0.38	0.62	0	0.06	0.09	0.85	0.47	0.53	0	0.05	0.19	0.76	0.02	0.84	0.14	0.12	0.88	0	0	0.44	0.56	
975	0	0.79	0.21	0	0.92	0.08	0.4	0.6	0	0.7	0.3	0	0.05	0.09	0.86	0.1	0.9	0	0.08	0.17	0.75	0.01	0.84	0.15	0.07	0.93	0	0.01	0.46	0.53	
976	0.04	0.8	0.16	0.01	0.92	0.07	0.8	0.2	0	0.49	0.51	0	0.13	0.08	0.79	0.17	0.83	0	0.05	0.21	0.74	0	0.84	0.16	0.84	0.16	0	0	0.48	0.52	
977	0.01	0.8	0.19	0.02	0.92	0.06	0.79	0.21	0	0.68	0.32	0	0.01	0.08	0.91	0.28	0.72	0	0	0.24	0.76	0.01	0.85	0.14	0.14	0.86	0	0	0.48	0.52	
978	0.01	0.81	0.18	0.02	0.9	0.08	0.63	0.37	0	0.09	0.91	0	0.06	0.08	0.86	0.98	0.02	0	0.02	0.25	0.73	0.03	0.83	0.14	0.67	0.33	0	0	0.51	0.49	
979	0.01	0.8	0.19	0.01	0.92	0.07	0.73	0.27	0	0.61	0.39	0	0.04	0.1	0.86	0.92	0.08	0	0.07	0.31	0.62	0.04	0.82	0.14	0.72	0.28	0	0	0.56	0.44	
980	0.03	0.8	0.17	0.01	0.92	0.07	0.52	0.48	0	0.47	0.53	0	0.01	0.1	0.89	0.99	0.01	0	0.07	0.32	0.61	0.04	0.81	0.15	0.19	0.81	0	0	0.6	0.4	
981	0.03	0.79	0.18	0.01	0.91	0.08	0.16	0.84	0	0.85	0.15	0	0.07	0.1	0.83	0.67	0.33	0	0.09	0.3	0.61	0.03	0.8	0.17	0.59	0.41	0	0	0.64	0.36	
982	0.04	0.77	0.19	0	0.91	0.09	0.73	0.27	0	0.34	0.66	0	0.02	0.1	0.88	0.71	0.29	0	0.04	0.38	0.58	0.02	0.79	0.19	0.49	0.51	0	0	0.65	0.35	
983	0.02	0.77	0.21	0.01	0.9	0.09	0.09	0.91	0	0.36	0.64	0	0.03	0.11	0.86	0.19	0.81	0	0.09	0.4	0.51	0.03	0.76	0.21	0.46	0.54	0	0.01	0.66	0.33	
984	0	0.77	0.23	0.02	0.89	0.09	0.74	0.26	0	0.83	0.17	0	0.06	0.12	0.82	0.73	0.27	0	0.16	0.28	0.56	0.01	0.76	0.23	0.81	0.19	0	0	0.69	0.31	
985	0.02	0.79	0.19	0	0.89	0.11	0.4	0.6	0	0.08	0.92	0	0.07	0.12	0.81	0.19	0.81	0	0.05	0.28	0.67	0.02	0.76	0.22	0.68	0.32	0	0	0.72	0.28	
986	0	0.79	0.21	0	0.89	0.11	0.31	0.69	0	0.17	0.83	0	0.04	0.12	0.84	0.24	0.76	0	0.08	0.28	0.64	0.04	0.73	0.23	0.07	0.93	0	0	0.74	0.26	
987	0.05	0.78	0.17	0.02	0.88	0.1	0.78	0.22	0	0.05	0.95	0	0.11	0.11	0.78	0.08	0.92	0	0.12	0.21	0.67	0.01	0.72	0.27	0.55	0.45	0	0	0.78	0.22	
988	0.02	0.77	0.21	0.02	0.88	0.1	0.2	0.8	0	0.47	0.53	0	0.07	0.11	0.82	0.77	0.23	0	0.07	0.14	0.79	0	0.73	0.27	0.75	0.25	0	0	0.79	0.21	
989	0.01	0.77	0.22	0.01	0.89	0.1	0.8	0.2	0	0.9	0.1	0	0.01	0.11	0.88	0.2	0.8	0	0	0.16	0.84	0.03	0.73	0.24	0.29	0.71	0	0	0.82	0.18	
990	0.03	0.75	0.22	0	0.9	0.1	0.64	0.36	0	0.52	0.48	0	0.05	0.11	0.84	0.55	0.45	0	0.04	0.19	0.77	0.05	0.72	0.23	0.56	0.44	0	0	0.87	0.13	
991	0.03	0.75	0.22	0	0.91	0.09	0.87	0.13	0	0.39	0.61	0	0.05	0.12	0.83	0.16	0.84	0	0	0.26	0.74	0.07	0.69	0.24	0.95	0.05	0	0	0.91	0.09	
992	0.02	0.76	0.22	0	0.92	0.08	0.18	0.82	0	0.18	0.82	0	0.05	0.12	0.83	0.58	0.42	0	0.05	0.3	0.65	0.03	0.69	0.28	0.07	0.93	0	0	0.91	0.09	
993	0.04	0.76	0.2	0.01	0.91	0.08	0.93	0.07	0	0.2	0.8	0	0.12	0.13	0.75	0.4	0.6	0	0.05	0.29	0.66	0.05	0.66	0.29	0.87	0.13	0	0	0.91	0.09	
994	0.02	0.76	0.22	0	0.92	0.08	0.88	0.12	0	0.33	0.67	0	0.01	0.13	0.86	0.36	0.64	0	0.05	0.33	0.62	0.03	0.66	0.31	0.94	0.06	0	0	0.91	0.09	
995	0.07	0.69	0.24	0.02	0.92	0.06	0.81	0.19	0	0.88	0.12	0	0.05	0.14	0.81	0.19	0.81	0	0.19	0.3	0.51	0.07	0.6	0.33	0.81	0.19	0	0	0.91	0.09	
996	0.02	0.69	0.29	0	0.92	0.08	0.79	0.21	0	0.24	0.76	0	0.03	0.15	0.82	0.45	0.55	0	0.02	0.33	0.65	0.02	0.6	0.38	0.25	0.75	0	0.01	0.91	0.08	
997	0	0.69	0.31	0	0.92	0.08	0.13	0.87	0	0.6	0.4	0	0.01	0.15	0.84	0.85	0.15	0	0.04	0.37	0.59	0.05	0.59	0.36	0.98	0.02	0	0	0.91	0.09	
998	0.03	0.71	0.26	0	0.94	0.06	0.84	0.16	0	0.02	0.98	0	0.07	0.15	0.78	0.32	0.68	0	0.16	0.33	0.51	0.01	0.59	0.4	0.08	0.92	0	0	0.92	0.08	
999	0.04	0.69	0.27	0	0.96	0.04	0.21	0.79	0	0.97	0.03	0	0.01	0.16	0.83	0.65	0.35	0	0.11	0.29	0.6	0	0.59	0.41	0.02	0.98	0	0.01	0.92	0.07	
